142, PMMN: Pre-trained multi-Modal network for scene text recognition., 2021, Yu Zhang & Zilong Fu & Fuyu Huang & Yizhi Liu, journals/prl/ZhangFHL21, https://doi.org/10.1016/j.patrec.2021.07.016
143, Segmentation and classification of mixed text/graphics/image documents., 1994, Kuo-Chin Fan & Chi-Hwa Liu & Yuan-Kai Wang, journals/prl/FanLW94, https://doi.org/10.1016/0167-8655(94)90110-4
144, A probabilistic model derived term weighting scheme for text classification., 2018, Guozhong Feng & Shaoting Li & Tieli Sun & Bangzuo Zhang, journals/prl/FengLSZ18, https://doi.org/10.1016/j.patrec.2018.03.003
145, Context information from search engines for document recognition., 2010, Michael Donoser & Silke Wagner & Horst Bischof, journals/prl/DonoserWB10, https://doi.org/10.1016/j.patrec.2009.10.003
146, Efficiency investigation of manifold matching for text document classification., 2013, Ming Sun & Carey E. Priebe, journals/prl/SunP13, https://doi.org/10.1016/j.patrec.2013.03.025
147, A neural model for text localization; transcription and named entity recognition in full pages., 2020, Manuel Carbonell & Alicia Fornés & Mauricio Villegas & Josep Lladós 0001, journals/prl/CarbonellFVL20, https://doi.org/10.1016/j.patrec.2020.05.001
148, Building compact recognizer with recognition rate maintained for on-line handwritten Japanese text recognition., 2014, Jinfeng Gao & Bilan Zhu & Masaki Nakagawa, journals/prl/GaoZN14, https://doi.org/10.1016/j.patrec.2013.08.014
149, Knowledge based and statistical techniques applied to textural image classifications., 1987, A. S. K. Lau, journals/prl/Lau87, https://doi.org/10.1016/0167-8655(87)90089-4
150, Context driven text segmentation and recognition., 1996, Stefano Messelodi & Carla Maria Modena, journals/prl/MesselodiM96, https://doi.org/10.1016/0167-8655(95)00098-4
151, Rejection strategies for offline handwritten text line recognition., 2006, Roman Bertolami & Matthias Zimmermann & Horst Bunke, journals/prl/BertolamiZB06, https://doi.org/10.1016/j.patrec.2006.06.002
152, SaHAN: Scale-aware hierarchical attention network for scene text recognition., 2020, Jiaxin Zhang 0003 & Canjie Luo & Lianwen Jin & Tianwei Wang & Ziyan Li & Weiying Zhou, journals/prl/ZhangLJWLZ20, https://doi.org/10.1016/j.patrec.2020.06.009
153, Beatrix: A self-learning system for off-line recognition of handwritten texts., 1997, Beatrice Lazzerini & Francesco Marcelloni & Leonardo Maria Reyneri, journals/prl/LazzeriniMR97, https://doi.org/10.1016/S0167-8655(97)00039-1
154, Online Biterm Topic Model based short text stream classification using short text expansion and concept drifting detection., 2018, Xuegang Hu & Haiyan Wang & Pei-Pei Li 0001, journals/prl/HuWL18, https://doi.org/10.1016/j.patrec.2018.10.018
155, Offline recognition of omnifont Arabic text using the HMM ToolKit (HTK)., 2007, Mohammad S. Khorsheed, journals/prl/Khorsheed07, https://doi.org/10.1016/j.patrec.2007.03.014
156, Detecting natural scenes text via auto image partition; two-stage grouping and two-layer classification., 2015, Anna Zhu & Guoyou Wang & Yangbo Dong, journals/prl/ZhuWD15, https://doi.org/10.1016/j.patrec.2015.06.009
157, Feature sub-set selection metrics for Arabic text classification., 2011, Abdelwadood Moh'd. Mesleh, journals/prl/Mesleh11, https://doi.org/10.1016/j.patrec.2011.07.010
158, Feature selection using hybrid poor and rich optimization algorithm for text classification., 2021, Thirumoorthy Karpagalingam & Muneeswaran Karuppiah, journals/prl/KarpagalingamK21, https://doi.org/10.1016/j.patrec.2021.03.034
159, Identification of drawing tools by classification of textural and boundary features of strokes., 2007, Paul Kammerer & Martin Lettner & Ernestine Zolda & Robert Sablatnig, journals/prl/KammererLZS07, https://doi.org/10.1016/j.patrec.2006.08.003
160, Variational DNN embeddings for text-independent speaker verification., 2021, Hector N. B. Pinheiro & Tsang Ing Ren & André Gustavo Adami & George D. C. Cavalcanti, journals/prl/PinheiroRAC21, https://doi.org/10.1016/j.patrec.2021.05.003
161, Context augmented Dynamic Bayesian Networks for event recognition., 2014, Xiaoyang Wang 0001 & Qiang Ji, journals/prl/WangJ14, https://doi.org/10.1016/j.patrec.2013.07.015
162, Offline handwritten Arabic cursive text recognition using Hidden Markov Models and re-ranking., 2011, Jawad Hasan Yasin AlKhateeb & Jinchang Ren & Jianmin Jiang & Husni Al-Muhtaseb, journals/prl/AlKhateebRJA11, https://doi.org/10.1016/j.patrec.2011.02.006
163, Video text recognition using sequential Monte Carlo and error voting methods., 2005, Datong Chen & Jean-Marc Odobez, journals/prl/ChenO05, https://doi.org/10.1016/j.patrec.2004.11.019
164, An attention-based row-column encoder-decoder model for text recognition in Japanese historical documents., 2020, Nam Tuan Ly & Cuong Tuan Nguyen & Masaki Nakagawa, journals/prl/LyNN20, https://doi.org/10.1016/j.patrec.2020.05.026
165, Optimizing the class information divergence for transductive classification of texts using propagation in bipartite graphs., 2017, Thiago de Paulo Faleiros & Rafael Geraldeli Rossi & Alneu de Andrade Lopes, journals/prl/FaleirosRL17, https://doi.org/10.1016/j.patrec.2016.04.006
166, Learning transferable features in meta-learning for few-shot text classification., 2020, Jincheng Xu & Qingfeng Du, journals/prl/XuD20, https://doi.org/10.1016/j.patrec.2020.05.007
167, Context-based hand gesture recognition for the operating room., 2014, Mithun George Jacob & Juan Pablo Wachs, journals/prl/JacobW14, https://doi.org/10.1016/j.patrec.2013.05.024
168, Lexicon based feature extraction for emotion text classification., 2017, Anil Bandhakavi & Nirmalie Wiratunga & Deepak Padmanabhan 0001 & Stewart Massie, journals/prl/BandhakaviWPM17, https://doi.org/10.1016/j.patrec.2016.12.009
169, Feature subset selection using naive Bayes for text classification., 2015, Guozhong Feng & Jianhua Guo 0005 & Bing-Yi Jing & Tieli Sun, journals/prl/FengGJS15, https://doi.org/10.1016/j.patrec.2015.07.028
170, Text-independent writer recognition using multi-script handwritten texts., 2013, Chawki Djeddi & Imran Siddiqi & Labiba Souici-Meslati & Abdellatif Ennaji, journals/prl/DjeddiSSE13, https://doi.org/10.1016/j.patrec.2013.03.020
171, On-line recognition of handwritten Renqun shorthand for fast mobile Chinese text entry., 2007, Ma Yang & Graham Leedham, journals/prl/YangL07, https://doi.org/10.1016/j.patrec.2006.12.002
172, Automatic detection and recognition of Korean text in outdoor signboard images., 2010, Jonghyun Park & Gueesang Lee & Euichul Kim & Junsik Lim & Soo-Hyung Kim & Hyung Jeong Yang & Myunghun Lee & Seongtaek Hwang, journals/prl/ParkLKLKYLH10, https://doi.org/10.1016/j.patrec.2010.05.024
173, Bark recognition using novel rotationally invariant multispectral textural features., 2019, Václav Remes & Michal Haindl, journals/prl/RemesH19, https://doi.org/10.1016/j.patrec.2019.06.027
174, Deep learning-based personality recognition from text posts of online social networks., 2018, Di Xue & Lifa Wu & Zheng Hong & Shize Guo & Liang Gao 0008 & Zhiyong Wu 0007 & Xiaofeng Zhong & Jianshan Sun, journals/apin/XueWHGGWZS18, https://doi.org/10.1007/s10489-018-1212-4
175, PIEED: Position information enhanced encoder-decoder framework for scene text recognition., 2021, Xitao Ma & Kai He & Dazhuang Zhang & Dashuang Li, journals/apin/MaHZL21, https://doi.org/10.1007/s10489-021-02219-3
176, Multi-label text classification with latent word-wise label information., 2021, Ziheng Chen & Jiangtao Ren, journals/apin/ChenR21, https://doi.org/10.1007/s10489-020-01838-6
177, Ternary encoding based feature extraction for binary text classification., 2014, Hakan Altinçay & Zafer Erenel, journals/apin/AltincayE14, https://doi.org/10.1007/s10489-014-0515-3
178, Model-induced term-weighting schemes for text classification., 2016, Hyun Kyung Kim & Minyoung Kim, journals/apin/KimK16a, https://doi.org/10.1007/s10489-015-0745-z
179, Balanced undersampling: a novel sentence-based undersampling method to improve recognition of named entities in chemical and biomedical text., 2018, Abbas Akkasi & Ekrem Varoglu & Nazife Dimililer, journals/apin/AkkasiVD18, https://doi.org/10.1007/s10489-017-0920-5
180, Semantic-enhanced sequential modeling for personality trait recognition from texts., 2021, Xia Xue & Jun Feng 0003 & Xia Sun, journals/apin/XueFS21, https://doi.org/10.1007/s10489-021-02277-7
181, An enhanced Support Vector Machine classification framework by using Euclidean distance function for text document categorization., 2012, Lam Hong Lee & Chin Heng Wan & Rajprasad Rajkumar & Dino Isa, journals/apin/LeeWRI12, https://doi.org/10.1007/s10489-011-0314-z
182, Interpretable semantic textual similarity of sentences using alignment of chunks with classification and regression., 2021, Goutam Majumder & Partha Pakray & Ranjita Das & David Pinto, journals/apin/MajumderPDP21, https://doi.org/10.1007/s10489-020-02144-x
183, Feature selection based on term frequency deviation rate for text classification., 2021, Hongfang Zhou & Yiming Ma & Xiang Li, journals/apin/ZhouML21, https://doi.org/10.1007/s10489-020-01937-4
184, A multi-label text classification method via dynamic semantic representation model and deep neural network., 2020, Tianshi Wang & Li Liu 0031 & Naiwen Liu & Huaxiang Zhang 0001 & Long Zhang & Shanshan Feng, journals/apin/WangLLZZF20, https://doi.org/10.1007/s10489-020-01680-w
185, Context-based behaviour modelling and classification of marine vessels in an abalone poaching situation., 2017, Joel Janek Dabrowski & Johan Pieter de Villiers & Conrad Beyers, journals/eaai/DabrowskiVB17, https://doi.org/10.1016/j.engappai.2017.06.005
186, Global Filter-Wrapper method based on class-dependent correlation for text classification., 2019, Fatemeh Zarisfi Kermani & Esfandiar Eslami & Faramarz Sadeghi, journals/eaai/KermaniES19, https://doi.org/10.1016/j.engappai.2019.07.003
187, A novel multivariate filter method for feature selection in text classification problems., 2018, Mahdieh Labani & Parham Moradi & Fardin Ahmadizar & Mahdi Jalili, journals/eaai/LabaniMAJ18, https://doi.org/10.1016/j.engappai.2017.12.014
188, A novel framework for termset selection and weighting in binary text classification., 2014, Dima Badawi & Hakan Altinçay, journals/eaai/BadawiA14, https://doi.org/10.1016/j.engappai.2014.06.012
189, Writer recognition enhancement by means of synthetically generated handwritten text., 2013, Enric Sesa-Nogueras & Marcos Faúndez-Zanuy, journals/eaai/Sesa-NoguerasF13, https://doi.org/10.1016/j.engappai.2012.03.010
190, Using modified term frequency to improve term weighting for text classification., 2021, Long Chen & Liangxiao Jiang & Chaoqun Li, journals/eaai/ChenJL21, https://doi.org/10.1016/j.engappai.2021.104215
191, Deep feature weighting for naive Bayes and its application to text classification., 2016, Liangxiao Jiang & Chaoqun Li & Shasha Wang & Lungan Zhang, journals/eaai/JiangLWZ16, https://doi.org/10.1016/j.engappai.2016.02.002
192, Machine learning of syntactic parse trees for search and classification of text., 2013, Boris A. Galitsky, journals/eaai/Galitsky13, https://doi.org/10.1016/j.engappai.2012.09.017
193, TextTricker: Loss-based and gradient-based adversarial attacks on text classification models., 2020, Jincheng Xu & Qingfeng Du, journals/eaai/XuD20, https://doi.org/10.1016/j.engappai.2020.103641
194, A corpus-based semantic kernel for text classification by using meaning values of terms., 2015, Berna Altinel & Murat Can Ganiz & Banu Diri, journals/eaai/AltinelGD15, https://doi.org/10.1016/j.engappai.2015.03.015
195, A study of cloud classification with neural networks using spectral and textural features., 1999, Bin Tian & Mukhtiar A. Shaikh & Mahmood R. Azimi-Sadjadi & Thomas H. Vonder Haar & Donald L. Reinke, journals/tnn/TianSAHR99, https://doi.org/10.1109/72.737500
196, Orthographic features for emotion classification in Chinese in informal short texts., 2021, I-Hsuan Chen & Yunfei Long & Qin Lu 0001 & Chu-Ren Huang, journals/lre/ChenLLH21, https://doi.org/10.1007/s10579-020-09515-3
197, Computational authorship attribution in medieval Latin corpora: the case of the Monk of Lido (ca. 1101-08) and Gallus Anonymous (ca. 1113-17)., 2020, Jakub Kabala, journals/lre/Kabala20, https://doi.org/10.1007/s10579-018-9424-0
198, Comparative evaluation of text classification techniques using a large diverse Arabic dataset., 2013, Mohammad S. Khorsheed & AbdulMohsen O. Al-Thubaity, journals/lre/KhorsheedA13, https://doi.org/10.1007/s10579-013-9221-8
199, Using semantic roles to improve text classification in the requirements domain., 2018, Alejandro Rago & Claudia A. Marcos & J. Andres Diaz-Pace, journals/lre/RagoMD18, https://doi.org/10.1007/s10579-017-9406-7
200, SlangSD: building; expanding and using a sentiment dictionary of slang words for short-text sentiment classification., 2018, Liang Wu 0006 & Fred Morstatter & Huan Liu 0001, journals/lre/WuML18, https://doi.org/10.1007/s10579-018-9416-0
201, Product named entity recognition in Chinese text., 2008, Jun Zhao 0001 & Feifan Liu, journals/lre/ZhaoL08, https://doi.org/10.1007/s10579-008-9066-8
202, On the utility of content analysis in author attribution: The Federalist., 1995, Colin Martindale & Dean McKenzie, journals/lre/MartindaleM95, https://doi.org/10.1007/BF01830395
203, Learning to rank for multi-label text classification: Combining different sources of information., 2021, Hosein Azarbonyad & Mostafa Dehghani 0001 & Maarten Marx & Jaap Kamps, journals/nle/AzarbonyadDMK21, https://doi.org/10.1017/S1351324920000029
204, A machine learning approach to textual entailment recognition., 2009, Fabio Massimo Zanzotto & Marco Pennacchiotti & Alessandro Moschitti, journals/nle/ZanzottoPM09, https://doi.org/10.1017/S1351324909990143
205, Recentred local profiles for authorship attribution., 2012, Robert Layton & Paul Andrew Watters & Richard Dazeley, journals/nle/LaytonWD12, https://doi.org/10.1017/S1351324911000180
206, Automatic classification of participant roles in cyberbullying: Can we detect victims; bullies; and bystanders in social media text?, 2022, Gilles Jacobs & Cynthia Van Hee & Véronique Hoste, journals/nle/JacobsHH22, https://doi.org/10.1017/S135132492000056X
207, Transfer learning for Turkish named entity recognition on noisy text., 2021, Emre Kagan Akkaya & Burcu Can, journals/nle/AkkayaC21, https://doi.org/10.1017/S1351324919000627
208, Robust stylometric analysis and author attribution based on tones and rimes., 2020, Renkui Hou & Chu-Ren Huang, journals/nle/HouH20, https://doi.org/10.1017/S135132491900010X
209, Syntactic methods for topic-independent authorship attribution., 2017, Johanna Björklund & Niklas Zechner, journals/nle/BjorklundZ17, https://doi.org/10.1017/S1351324917000249
210, Sentence-level event classification in unstructured texts., 2010, Martina Naughton & Nicola Stokes & Joe Carthy, journals/ir/NaughtonSC10, https://doi.org/10.1007/s10791-009-9113-0
211, Flowchart recognition for non-textual information retrieval in patent search., 2014, Marçal Rusiñol & Lluís-Pere de las Heras & Oriol Ramos Terrades, journals/ir/RusinolHT14, https://doi.org/10.1007/s10791-013-9234-3
212, Extending WHIRL with background knowledge for improved text classification., 2007, Sarah Zelikovitz & William W. Cohen & Haym Hirsh, journals/ir/ZelikovitzCH07, https://doi.org/10.1007/s10791-006-9004-6
213, The ineffectiveness of within-document term frequency in text classification., 2009, W. John Wilbur & Won Kim 0003, journals/ir/WilburK09, https://doi.org/10.1007/s10791-008-9069-5
214, Structural textile pattern recognition and processing based on hypergraphs., 2021, Vuong M. Ngo & Sven Helmer & Nhien-An Le-Khac & M. Tahar Kechadi, journals/ir/NgoHLK21, https://doi.org/10.1007/s10791-020-09384-y
215, Preferential text classification: learning algorithms and evaluation measures., 2009, Fabio Aiolli & Riccardo Cardin & Fabrizio Sebastiani 0001 & Alessandro Sperduti, journals/ir/AiolliCSS09, https://doi.org/10.1007/s10791-008-9071-y
216, An algorithm for automated authorship attribution using neural networks., 2008, Matt Tearle & Kye Taylor & Howard Demuth, journals/lalc/TearleTD08, https://doi.org/10.1093/llc/fqn022
217, An exercise in non-ideal authorship attribution: the mysterious Maria Ward., 2009, David L. Hoover & Shervin Hess, journals/lalc/HooverH09, https://doi.org/10.1093/llc/fqp027
218, Understanding and explaining Delta measures for authorship attribution., 2017, Stefan Evert & Thomas Proisl & Fotis Jannidis & Isabella Reger & Steffen Pielström & Christof Schöch & Thorsten Vitt, journals/lalc/EvertPJRPSV17, https://doi.org/10.1093/llc/fqx023
219, Patterns of local discourse coherence as a feature for authorship attribution., 2014, Vanessa Wei Feng & Graeme Hirst, journals/lalc/FengH14, https://doi.org/10.1093/llc/fqt021
220, Comparative evaluation of term selection functions for authorship attribution., 2015, Jacques Savoy, journals/lalc/Savoy15, https://doi.org/10.1093/llc/fqt047
221, Optical character recognition of typeset Coptic text with neural networks., 2019, So Miyagawa & Kirill Bulert & Marco Büchler & Heike Behlmer, journals/lalc/MiyagawaBBB19, https://doi.org/10.1093/llc/fqz023
222, Distributed language representation for authorship attribution., 2018, Mirco Kocher & Jacques Savoy, journals/lalc/KocherS18, https://doi.org/10.1093/llc/fqx046
223, The diary of a public man: a case study in traditional and non-traditional authorship attribution., 2010, David I. Holmes & Daniel W. Crofts, journals/lalc/HolmesC10, https://doi.org/10.1093/llc/fqq005
224, Language chunking; data sparseness; and the value of a long marker list: explorations with word n-grams and authorial attribution., 2014, Alexis Antonia & Hugh Craig & Jack Elliott, journals/lalc/AntoniaCE14, https://doi.org/10.1093/llc/fqt028
225, Do birds of a feather really flock together; or how to choose training samples for authorship attribution., 2013, Maciej Eder & Jan Rybicki, journals/lalc/EderR13, https://doi.org/10.1093/llc/fqs036
226, Automatic recognition of speech; thought; and writing representation in German narrative texts., 2013, Annelen Brunner, journals/lalc/Brunner13, https://doi.org/10.1093/llc/fqt024
227, An evaluation of text classification methods for literary study., 2008, Bei Yu 0002, journals/lalc/Yu08, https://doi.org/10.1093/llc/fqn015
228, A comparative study of machine learning methods for authorship attribution., 2010, Matthew L. Jockers & Daniela M. Witten, journals/lalc/JockersW10, https://doi.org/10.1093/llc/fqq001
229, Mind your corpus: systematic errors in authorship attribution., 2013, Maciej Eder, journals/lalc/Eder13, https://doi.org/10.1093/llc/fqt039
230, Stylometric classification of different translations of the same text into the same language., 2015, Michael A. Covington & Iris Potter & Tony Snodgrass, journals/lalc/CovingtonPS15, https://doi.org/10.1093/llc/fqu008
231, Dating medieval texts by classification with flexible time intervals., 2020, Gregory Toner & Xiwu Han, journals/lalc/TonerH20, https://doi.org/10.1093/llc/fqz031
232, Robert Musil; a war journal; and stylometry: Tackling the issue of short texts in authorship attribution., 2019, Simone Rebora & J. Berenike Herrmann & Gerhard Lauer & Massimo Salgaro, journals/lalc/ReboraHLS19, https://doi.org/10.1093/llc/fqy055
233, An application of a profile-based method for authorship verification: Investigating the authenticity of Pliny the Younger's letter to Trajan concerning the Christians., 2017, Enrico Tuccinardi, journals/lalc/Tuccinardi17, https://doi.org/10.1093/llc/fqw001
234, Comparing multiple categories of feature selection methods for text classification., 2020, Wanwan Zheng & Mingzhe Jin, journals/lalc/ZhengJ20, https://doi.org/10.1093/llc/fqz003
235, Extended nearest shrunken centroid classification: A new method for open-set authorship attribution of texts of varying sizes., 2011, G. Bruce Schaalje & Paul J. Fields & Matthew Roper & Gregory L. Snow, journals/lalc/SchaaljeFRS11, https://doi.org/10.1093/llc/fqq029
236, Reassessing authorship of the Book of Mormon using delta and nearest shrunken centroid classification., 2008, Matthew L. Jockers & Daniela M. Witten & Craig S. Criddle, journals/lalc/JockersWC08, https://doi.org/10.1093/llc/fqn040
237, The effect of author set size and data size in authorship attribution., 2011, Kim Luyckx & Walter Daelemans, journals/lalc/LuyckxD11, https://doi.org/10.1093/llc/fqq013
238, Comparative effectiveness of convolutional neural network (CNN) and recurrent neural network (RNN) architectures for radiology text report classification., 2019, Imon Banerjee & Yuan Ling & Matthew C. Chen & Sadid A. Hasan & Curtis P. Langlotz & Nathaniel Moradzadeh & Brian E. Chapman & Timothy Amrhein & David A. Mong & Daniel L. Rubin & Oladimeji Farri & Matthew P. Lungren, journals/artmed/BanerjeeLCHLMCA19, https://doi.org/10.1016/j.artmed.2018.11.004
239, Multiple hierarchical classification of free-text clinical guidelines., 2006, Robert Moskovitch & Shiva Cohen-Kashi & Uzi Dror & Iftah Levy & Amit Maimon & Yuval Shahar, journals/artmed/MoskovitchCDLMS06, https://doi.org/10.1016/j.artmed.2006.04.001
240, Automatic image and text-based description for colorectal polyps using BASIC classification., 2021, Roger Fonolla & Quirine E. W. van der Zander & Ramon-Michel Schreuder & Sharmila Subramaniam & Pradeep Bhandari & Ad A. M. Masclee & Erik J. Schoon & Fons van der Sommen & Peter H. N. de With, journals/artmed/FonollaZSSBMSSW21, https://doi.org/10.1016/j.artmed.2021.102178
241, Cue-based assertion classification for Swedish clinical text - Developing a lexicon for pyConTextSwe., 2014, Sumithra Velupillai & Maria Skeppstedt & Maria Kvist & Danielle L. Mowery & Brian E. Chapman & Hercules Dalianis & Wendy W. Chapman, journals/artmed/VelupillaiSKMCDC14, https://doi.org/10.1016/j.artmed.2014.01.001
242, Fast writer adaptation with style extractor network for handwritten text recognition., 2022, Zi-Rui Wang & Jun Du, journals/nn/WangD22, https://doi.org/10.1016/j.neunet.2021.12.002
243, Investigating the transferring capability of capsule networks for text classification., 2019, Min Yang 0007 & Wei Zhao & Lei Chen & Qiang Qu & Zhou Zhao & Ying Shen 0001, journals/nn/YangZCQZS19, https://doi.org/10.1016/j.neunet.2019.06.014
244, The learning vector quantization algorithm applied to automatic text classification tasks., 2007, María Teresa Martín-Valdivia & Luis Alfonso Ureña López & Manuel García Vega, journals/nn/Martin-ValdiviaLV07, https://doi.org/10.1016/j.neunet.2006.12.005
245, Hierarchical gated recurrent neural network with adversarial and virtual adversarial training on text classification., 2019, Hoon-Keng Poon & Wun-She Yap & Yee-Kai Tee & Wai-Kong Lee & Bok-Min Goi, journals/nn/PoonYTLG19, https://doi.org/10.1016/j.neunet.2019.08.017
246, Stacked DeBERT: All attention in incomplete data for text classification., 2021, Gwenaelle Cunha Sergio & Minho Lee 0001, journals/nn/SergioL21, https://doi.org/10.1016/j.neunet.2020.12.018
247, Adaptive perceptual pattern recognition by self-organizing neural networks: Context; uncertainty; multiplicity; and scale., 1995, Jonathan A. Marshall, journals/nn/Marshall95, https://doi.org/10.1016/0893-6080(94)00099-8
248, Uncertainty-based active learning with instability estimation for text classification., 2012, Jingbo Zhu & Matthew Y. Ma, journals/tslp/ZhuM12, https://doi.org/10.1145/2093153.2093154
249, GAMoN: Discovering M-of-N{¬; ∨} hypotheses for text classification by a lattice-based Genetic Algorithm., 2012, Veronica L. Policicchio & Adriana Pietramala & Pasquale Rullo, journals/ai/PolicicchioPR12, https://doi.org/10.1016/j.artint.2012.07.003
250, Toward any-language zero-shot topic classification of textual documents., 2019, Yangqiu Song & Shyam Upadhyay & Haoruo Peng & Stephen Mayhew 0001 & Dan Roth, journals/ai/SongUPMR19, https://doi.org/10.1016/j.artint.2019.02.002
251, Converting numerical classification into text classification., 2003, Sofus A. Macskassy & Haym Hirsh & Arunava Banerjee & Aynur A. Dayanik, journals/ai/MacskassyHBD03, https://doi.org/10.1016/S0004-3702(02)00359-4
252, Emotion recognition from text using semantic labels and separable mixture models., 2006, Chung-Hsien Wu & Ze-Jing Chuang & Yu-Chung Lin, journals/talip/WuCL06, https://doi.org/10.1145/1165255.1165259
253, Knowledge-driven graph similarity for text classification., 2021, Niloofer Shanavas & Hui Wang 0001 & Zhiwei Lin 0002 & Glenn I. Hawe, journals/mlc/ShanavasWLH21, https://doi.org/10.1007/s13042-020-01221-4
254, An efficient automatic multiple objectives optimization feature selection strategy for internet text classification., 2019, Changqin Huang & Jia Zhu & Yuzhi Liang & Min Yang 0007 & Gabriel Pui Cheong Fung & Junyu Luo, journals/mlc/HuangZLYFL19, https://doi.org/10.1007/s13042-018-0793-x
255, Local dense mixed region cutting + global rebalancing: a method for imbalanced text sentiment classification., 2019, Yang Li 0074 & Jie Wang 0046 & Suge Wang & Jiye Liang & Juanzi Li, journals/mlc/LiWWLL19, https://doi.org/10.1007/s13042-018-0858-x
256, Ensemble learning on visual and textual data for social image emotion classification., 2019, Silvia Corchs & Elisabetta Fersini & Francesca Gasparini, journals/mlc/CorchsFG19, https://doi.org/10.1007/s13042-017-0734-0
257, Word-character attention model for Chinese text classification., 2019, Xue Qiao & Chen Peng & Zhen Liu & Yanfeng Hu, journals/mlc/QiaoPLH19, https://doi.org/10.1007/s13042-019-00942-5
258, A new feature selection metric for text classification: eliminating the need for a separate pruning stage., 2021, Muhammad Asim & Kashif Javed & Abdur Rehman & Haroon A. Babri, journals/mlc/AsimJRB21, https://doi.org/10.1007/s13042-021-01324-6
259, Character-level text classification via convolutional neural network and gated recurrent unit., 2020, Bing Liu 0016 & Yong Zhou 0003 & Wei Sun, journals/mlc/LiuZS20, https://doi.org/10.1007/s13042-020-01084-9
260, Improving offline handwritten Chinese text recognition with glyph-semanteme fusion embedding., 2022, Hongjian Zhan & Shujing Lyu & Yue Lu, journals/mlc/ZhanLL22, https://doi.org/10.1007/s13042-021-01420-7
261, Combination of loss functions for deep text classification., 2020, Hamideh Hajiabadi & Diego Mollá Aliod & Reza Monsefi & Hadi Sadoghi Yazdi, journals/mlc/HajiabadiAMY20, https://doi.org/10.1007/s13042-019-00982-x
262, A simple and efficient algorithm for authorship verification., 2017, Mirco Kocher & Jacques Savoy, journals/jasis/KocherS17, https://doi.org/10.1002/asi.23648
263, Selecting negative examples for hierarchical text classification: An experimental comparison., 2010, Tiziano Fagni & Fabrizio Sebastiani 0001, journals/jasis/FagniS10, https://doi.org/10.1002/asi.21411
264, A framework for authorship identification of online messages: Writing-style features and classification techniques., 2006, Rong Zheng & Jiexun Li & Hsinchun Chen & Zan Huang, journals/jasis/ZhengLCH06, https://doi.org/10.1002/asi.20316
265, A new term-weighting scheme for text classification using the odds of positive and negative class probabilities., 2015, Youngjoong Ko, journals/jasis/Ko15, https://doi.org/10.1002/asi.23338
266, Performance measurement framework for hierarchical text classification., 2003, Aixin Sun & Ee-Peng Lim & Wee Keong Ng, journals/jasis/SunLN03, https://doi.org/10.1002/asi.10298
267, A new approach for Arabic text classification using Arabic field-association terms., 2011, El-Sayed Atlam & Kazuhiro Morita & Masao Fuketa & Jun-ichi Aoe, journals/jasis/AtlamMFA11, https://doi.org/10.1002/asi.21604
268, Passage detection using text classification., 2009, Saket S. R. Mengle & Nazli Goharian, journals/jasis/MengleG09, https://doi.org/10.1002/asi.21025
269, Identifying interdisciplinarity through the disciplinary classification of coauthors of scientific publications., 2012, Giovanni Abramo & Ciriaco Andrea D'Angelo & Flavia Di Costa, journals/jasis/AbramoDC12, https://doi.org/10.1002/asi.22647
270, Context-based term frequency assessment for text classification., 2010, Rey-Long Liu, journals/jasis/Liu10, https://doi.org/10.1002/asi.21260
271, A survey of modern authorship attribution methods., 2009, Efstathios Stamatatos, journals/jasis/Stamatatos09, https://doi.org/10.1002/asi.21001
272, Improving Farsi multiclass text classification using a thesaurus and two-stage feature selection., 2011, Nooshin Maghsoodi & Mohammad Mehdi Homayounpour, journals/jasis/MaghsoodiH11, https://doi.org/10.1002/asi.21592
273, Statistical recognition of content terms in general text., 1984, Martin Dillon & Peggy Federhart, journals/jasis/DillonF84, https://doi.org/10.1002/asi.4630350102
274, Web-based text classification in the absence of manually labeled training documents., 2007, Chen-Ming Hung & Lee-Feng Chien, journals/jasis/HungC07, https://doi.org/10.1002/asi.20442
275, An open-set size-adjusted Bayesian classifier for authorship attribution., 2013, G. Bruce Schaalje & Natalie J. Blades & Tomohiko Funai, journals/jasis/SchaaljeBF13, https://doi.org/10.1002/asi.22877
276, Detecting relationships among categories using text classification., 2010, Saket S. R. Mengle & Nazli Goharian, journals/jasis/MengleG10, https://doi.org/10.1002/asi.21297
277, A classification of author co-citations: Definitions and search strategies., 2004, Ronald Rousseau 0001 & Alesia A. Zuccala, journals/jasis/RousseauZ04, https://doi.org/10.1002/asi.10401
278, Stylistic text classification using functional lexical features., 2007, Shlomo Argamon & Casey Whitelaw & Paul J. Chase & Sobhan Raj Hota & Navendu Garg & Shlomo Levitan, journals/jasis/ArgamonWCHGL07, https://doi.org/10.1002/asi.20553
279, Estimating the probability of an authorship attribution., 2016, Jacques Savoy, journals/jasis/Savoy16, https://doi.org/10.1002/asi.23455
280, Improving author verification based on topic modeling., 2019, Nektaria Potha & Efstathios Stamatatos, journals/jasis/PothaS19, https://doi.org/10.1002/asi.24183
281, A computational analysis of art historical linked data for assessing authoritativeness of attributions., 2020, Marilena Daquino, journals/jasis/Daquino20, https://doi.org/10.1002/asi.24301
